Instrument ID;Calendar ID;Segment Code;Post Trade Parameters ID;Price Tick Table ID;ISIN Code;Deletion Date;First Trading Date;Instrument Status;Clearing Type;Delete Orders at EOD;Exchange Market Size;Pre-Trade LIS Value (Currency);Minimum Order Size;Last Trading Day;Lot Size;Security Type;TIDM;Description;SEDOL;ADT (EUR);Currency;Bid Status;DOL Indicator;DOL Section Number;Expiry Source;Issuer Code;Issuer Name;Normal Market Size;Ratio;Settlement Type;Standard Market Size;Instrument Name;DOL Symbol;Unit of Quotation;Max Spread Floor;Max Spread Percentage;Country of Register;Covered Warrant Strike Price;Covered Warrant Expiry;Sector;Multicast ID;Covered Warrant Strike Currency;Covered Warrant Type;Covered Warrant Style;Reference Price;Market ID;Visibility;Mifir Identifier;Mifir Subclass;Static Reference Price Collar Percentage;Dynamic Reference Price Collar Percentage ;Liquid;ADT (Currency);ADNT;RPW Allowed;FISN;Max Order Value Lit (Currency);Max Order Value Dark (Currency);Notional Currency ;Price Notation;Denominated Par Value;Max Order Value Lit Auctions (Currency)
MOLm;IT;IT;Normal;80_600;IT0004195308;;20190708;0;1;1;;100000;;;1;EQ;;GRUPPO MUTUIONLINE SPA;;745039.41;EUR;;;;;;;;;;;;;;;;;;;;5;;;;15.34;MTAA;B;SHRS;;30;10;N;745039.41;234.01588;Y;GRUPPO MOL/AZ SVN;20000000;200000000;;MONE;;200000000
MONCm;IT;IT;Normal;2000_9000;IT0004965148;;20190708;0;1;1;;500000;;;1;EQ;;MONCLER SPA;;88190716.59;EUR;;;;;;;;;;;;;;;;;;;;5;;;;35.14;MTAA;B;SHRS;;25;5;Y;88190716.59;4899.08731;Y;MONCLER/AZ SVN;20000000;200000000;;MONE;;200000000
MONm;IT;IT;Normal;10_80;IT0000066016;;20190708;0;1;1;;30000;;;1;EQ;;MONRIF SPA;;59661.73;EUR;;;;;;;;;;;;;;;;;;;;5;;;;0.15;MTAA;B;SHRS;;30;10;N;59661.73;48.26588;Y;MONRIF/AZ EUR 0.52;20000000;200000000;;MONE;;200000000
MSm;IT;IT;Normal;2000_9000;IT0001063210;;20190708;0;1;1;;300000;;;1;EQ;;MEDIASET SPA;;18984082.18;EUR;;;;;;;;;;;;;;;;;;;;5;;;;2.593;MTAA;B;SHRS;;25;5;Y;18984082.18;2362.13889;Y;MEDIASET/AZ EUR 0.52;20000000;200000000;;MONE;;200000000
MTVm;IT;IT;Normal;600_2000;IT0001447785;;20190708;0;1;1;;200000;;;1;EQ;;MONDO TV SPA;;1791660.82;EUR;;;;;;;;;;;;;;;;;;;;5;;;;1.08;MTAA;B;SHRS;;30;10;N;1791660.82;618.30953;Y;MONDO TV/AZ EUR 0.5;20000000;200000000;;MONE;;200000000
MTm;IT;IT;Normal;600_2000;IT0004931058;;20190708;0;1;1;;300000;;;1;EQ;;MAIRE TECNIMONT SPA;;6271592.97;EUR;;;;;;;;;;;;;;;;;;;;5;;;;2.086;MTAA;B;SHRS;;25;5;Y;6271592.97;1094.55159;Y;MAIRE TECNIMONT/AZ SVN;20000000;200000000;;MONE;;200000000
MZBm;IT;IT;Normal;10_80;IT0005042467;;20190708;0;1;1;;60000;;;1;EQ;;MASSIMO ZANETTI BEVERAGE GRO;;188598.95;EUR;;;;;;;;;;;;;;;;;;;;5;;;;5.96;MTAA;B;SHRS;;30;10;N;188598.95;73.9762;Y;ZANETTI BEVERAG/AZ SVN;20000000;200000000;;MONE;;200000000
NOKIAm;IT;IT;Normal;9000_;FI0009000681;;20190708;0;1;1;;650000;;;1;EQ;;NOKIA OYJ;;323352888.7;EUR;;;;;;;;;;;;;;;;;;;;5;;;;4.7575;MTAA;B;SHRS;;25;5;Y;323352888.69999999;9434.588;Y;NOKIA OYJ/SH;20000000;200000000;;MONE;;200000000
NRm;IT;IT;Normal;10_80;IT0005330516;;20190708;0;1;1;;15000;;;1;EQ;;NOVA RE SIIQ SPA;;11974.85;EUR;;;;;;;;;;;;;;;;;;;;5;;;;4.11;MTAA;B;SHRS;;30;10;N;11974.86;15.78314;Y;NOVA RE SIIQ/AZ SVN;20000000;200000000;;MONE;;200000000
NTWm;IT;IT;Normal;80_600;IT0004819030;;20190708;0;1;1;;60000;;;1;EQ;;NETWEEK SPA;;255578.28;EUR;;;;;;;;;;;;;;;;;;;;5;;;;0.178;MTAA;B;SHRS;;30;10;N;255578.29;148.5635;Y;NETWEEK/AZ SVN;20000000;200000000;;MONE;;200000000
OJMm;IT;IT;Normal;80_600;IT0003683528;;20190708;0;1;1;;60000;;;1;EQ;;OPENJOBMETIS SPA AGENZIA PER;;311427.69;EUR;;;;;;;;;;;;;;;;;;;;5;;;;7.07;MTAA;B;SHRS;;30;10;N;311427.7;93.96826;Y;OPENJOBMETIS/AZ EUR 1;20000000;200000000;;MONE;;200000000
OVSm;IT;IT;Normal;600_2000;IT0005043507;;20190708;0;1;1;;300000;;;1;EQ;;OVS SPA;;8549771.26;EUR;;;;;;;;;;;;;;;;;;;;5;;;;1.497;MTAA;B;SHRS;;25;5;Y;8549771.26;1800.39286;Y;OVS SPA/AZ SVN;20000000;200000000;;MONE;;200000000
PANm;IT;IT;Normal;80_600;IT0001467577;;20190708;0;1;1;;60000;;;1;EQ;;PANARIAGROUP INDUSTRIE CERAM;;296633.66;EUR;;;;;;;;;;;;;;;;;;;;5;;;;1.33;MTAA;B;SHRS;;30;10;N;296633.66;176.08731;Y;PANARIAGROUP/AZ EUR 0.5;20000000;200000000;;MONE;;200000000
PIAm;IT;IT;Normal;600_2000;IT0003073266;;20190708;0;1;1;;200000;;;1;EQ;;PIAGGIO & C. S.P.A.;;2919348.14;EUR;;;;;;;;;;;;;;;;;;;;5;;;;2.55;MTAA;B;SHRS;;25;5;Y;2919348.14;746.53572;Y;PIAGGIO & C./AZ SVN;20000000;200000000;;MONE;;200000000
PINFm;IT;IT;Normal;80_600;IT0003056386;;20190708;0;1;1;;60000;;;1;EQ;;PININFARINA SPA;;322699.92;EUR;;;;;;;;;;;;;;;;;;;;5;;;;1.17;MTAA;B;SHRS;;30;10;N;322699.93;125.79366;Y;PININFARINA/AZ EUR 1;20000000;200000000;;MONE;;200000000
PIRCm;IT;IT;Normal;2000_9000;IT0005278236;;20190708;0;1;1;;400000;;;1;EQ;;PIRELLI & C SPA;;38007814.69;EUR;;;;;;;;;;;;;;;;;;;;5;;;;4.602;MTAA;B;SHRS;;25;5;Y;38007814.69;2919.5;Y;PIRELLI & C/AZ SVN;20000000;200000000;;MONE;;200000000
PLCm;IT;IT;Normal;10_80;IT0005339160;;20190708;0;1;1;;15000;;;1;EQ;;PLC SPA;;9898.08;EUR;;;;;;;;;;;;;;;;;;;;5;;;;1.565;MTAA;B;SHRS;;30;10;N;9898.08;11.62163;Y;INDUSTRIA E INN/AZ SVN;20000000;200000000;;MONE;;200000000
POLm;IT;IT;Normal;80_600;IT0000086923;;20190708;0;1;1;;60000;;;1;EQ;;POLIGRAFICI EDITORIALE SPA;;139975.22;EUR;;;;;;;;;;;;;;;;;;;;5;;;;0.1888;MTAA;B;SHRS;;30;10;N;139975.23;88.01191;Y;POLIGRAFICI EDI/AZ EUR 0.26;20000000;200000000;;MONE;;200000000
PQm;IT;IT;Normal;10_80;IT0004240443;;20190708;0;1;1;;30000;;;1;EQ;;PIQUADRO SPA;;62183.17;EUR;;;;;;;;;;;;;;;;;;;;5;;;;2.22;MTAA;B;SHRS;;30;10;N;62183.17;30.82143;Y;PIQUADRO/AZ SVN;20000000;200000000;;MONE;;200000000
PRIm;IT;IT;Normal;80_600;IT0003124663;;20190708;0;1;1;;200000;;;1;EQ;;PRIMA INDUSTRIE SPA;;1561964.9;EUR;;;;;;;;;;;;;;;;;;;;5;;;;11.7;MTAA;B;SHRS;;30;10;N;1561964.91;463.50794;Y;PRIMA INDUSTRIE/AZ EUR 2.5;20000000;200000000;;MONE;;200000000
PRLm;IT;IT;Normal;10_80;IT0004007560;;20190708;0;1;1;;15000;;;1;EQ;;PIERREL SPA;;44100.09;EUR;;;;;;;;;;;;;;;;;;;;5;;;;0.1745;MTAA;B;SHRS;;30;10;N;44100.09;34.68651;Y;PIERREL/AZ SVN;20000000;200000000;;MONE;;200000000
PROm;IT;IT;Normal;10_80;IT0001073045;;20190708;0;1;1;;60000;;;1;EQ;;BANCA PROFILO SPA;;150321.99;EUR;;;;;;;;;;;;;;;;;;;;5;;;;0.1505;MTAA;B;SHRS;;30;10;N;150321.99;73.6627;Y;B PROFILO/AZ SVN;20000000;200000000;;MONE;;200000000
PRTm;IT;IT;Normal;80_600;IT0003850929;;20190708;0;1;1;;200000;;;1;EQ;;ESPRINET SPA;;1115298.15;EUR;;;;;;;;;;;;;;;;;;;;5;;;;2.915;MTAA;B;SHRS;;30;10;N;1115298.16;409.24604;Y;ESPRINET/AZ EUR 0.15;20000000;200000000;;MONE;;200000000
PRYm;IT;IT;Normal;2000_9000;IT0004176001;;20190708;0;1;1;;500000;;;1;EQ;;PRYSMIAN SPA;;58724023;EUR;;;;;;;;;;;;;;;;;;;;5;;;;18.52;MTAA;B;SHRS;;25;5;Y;58724023;3768.01588;Y;PRYSMIAN/AZ EUR 0.1;20000000;200000000;;MONE;;200000000
PSFm;IT;IT;Normal;_10;IT0001352217;;20190708;0;1;1;;15000;;;1;EQ;;POLIGRAFICA SAN FAUSTINO SPA;;10269.46;EUR;;;;;;;;;;;;;;;;;;;;5;;;;5.2;MTAA;B;SHRS;;30;10;N;10269.47;9.36112;Y;POLIGRAFICA S.F/AZ SVN;20000000;200000000;;MONE;;200000000
PSTm;IT;IT;Normal;2000_9000;IT0003796171;;20190708;0;1;1;;500000;;;1;EQ;;POSTE ITALIANE SPA;;50087818.15;EUR;;;;;;;;;;;;;;;;;;;;5;;;;9.1;MTAA;B;SHRS;;25;5;Y;50087818.15;3988.84921;Y;POSTE ITALIANE/AZ SVN;20000000;200000000;;MONE;;200000000
PVNm;IT;IT;Normal;80_600;IT0005337958;;20190708;0;1;1;;200000;;;1;EQ;;PIOVAN SPA;;1130502.79;EUR;;;;;;;;;;;;;;;;;;;;5;;;;6.35;MTAA;B;SHRS;;30;10;N;1130502.8;209.64584;Y;PIOVAN/AZ SVN;20000000;200000000;;MONE;;200000000
RACEm;IT;IT;Normal;2000_9000;NL0011585146;;20190708;0;1;1;;650000;;;1;EQ;;FERRARI NV;;133915361.6;EUR;;;;;;;;;;;;;;;;;;;;5;;;;141.9;MTAA;B;SHRS;;25;5;Y;133915361.59999999;6425.58731;Y;FE NEW N.V./EQ;20000000;200000000;;MONE;;200000000
RATm;IT;IT;Normal;10_80;IT0004724107;;20190708;0;1;1;;15000;;;1;EQ;;RATTI SPA;;23763.6;EUR;;;;;;;;;;;;;;;;;;;;5;;;;4.54;MTAA;B;SHRS;;30;10;N;23763.61;13.11905;Y;RATTI/AOR SVN;20000000;200000000;;MONE;;200000000
RCSm;IT;IT;Normal;80_600;IT0004931496;;20190708;0;1;1;;100000;;;1;EQ;;RCS MEDIAGROUP SPA;;605775.79;EUR;;;;;;;;;;;;;;;;;;;;5;;;;0.815;MTAA;B;SHRS;;30;10;N;605775.79;294.88096;Y;RCS MEDIAGROUP/AZ SVN;20000000;200000000;;MONE;;200000000
REYm;IT;IT;Normal;600_2000;IT0005282865;;20190708;0;1;1;;200000;;;1;EQ;;REPLY SPA;;4781124.54;EUR;;;;;;;;;;;;;;;;;;;;5;;;;52.05;MTAA;B;SHRS;;25;5;Y;4781124.54;712.39683;Y;REPLY/AZ EUR 0.13;20000000;200000000;;MONE;;200000000
RMm;IT;IT;Normal;80_600;IT0001178299;;20190708;0;1;1;;100000;;;1;EQ;;RENO DE MEDICI SPA;;890457.56;EUR;;;;;;;;;;;;;;;;;;;;5;;;;0.595;MTAA;B;SHRS;;30;10;N;890457.57;310.21032;Y;RENO DE MEDICI/AZ SVN;20000000;200000000;;MONE;;200000000
RNm;IT;IT;Normal;10_80;IT0001402269;;20190708;0;1;1;;30000;;;1;EQ;;RISANAMENTO SPA;;90203.68;EUR;;;;;;;;;;;;;;;;;;;;5;;;;0.0332;MTAA;B;SHRS;;30;10;N;90203.68;64.23413;Y;RISANAMENTO/AZ SVN;20000000;200000000;;MONE;;200000000
ROSm;IT;IT;Normal;_10;IT0004297575;;20190708;0;1;1;;15000;;;1;EQ;;ROSSS SPA;;7011.61;EUR;;;;;;;;;;;;;;;;;;;;5;;;;0.625;MTAA;B;SHRS;;30;10;N;7011.61;8.96032;Y;ROSSS/AZ EUR 0.1;20000000;200000000;;MONE;;200000000
RSTm;IT;IT;Normal;80_600;IT0005349052;;20190708;0;1;1;;60000;;;1;EQ;;RESTART SIIQ SPA;;188009.58;EUR;;;;;;;;;;;;;;;;;;;;5;;;;0.45;MTAA;B;SHRS;;30;10;N;188009.58;105;Y;AEDES SIIQ/AZ SVN;20000000;200000000;;MONE;;200000000
RWAYm;IT;IT;Normal;80_600;IT0005054967;;20190708;0;1;1;;100000;;;1;EQ;;RAI WAY SPA;;747298.35;EUR;;;;;;;;;;;;;;;;;;;;5;;;;5.14;MTAA;B;SHRS;;30;10;N;747298.36;303.29366;Y;RAI WAY/AZ SVN;20000000;200000000;;MONE;;200000000
S24m;IT;IT;Normal;10_80;IT0005283111;;20190708;0;1;1;;30000;;;1;EQ;;IL SOLE 24 ORE;;72169.27;EUR;;;;;;;;;;;;;;;;;;;;5;;;;0.502;MTAA;B;SHRS;;30;10;N;72169.28;45.84127;Y;IL SOLE 24 ORE/AZ SPE SVN;20000000;200000000;;MONE;;200000000
SABm;IT;IT;Normal;80_600;IT0001042610;;20190708;0;1;1;;60000;;;1;EQ;;SABAF SPA;;215690.93;EUR;;;;;;;;;;;;;;;;;;;;5;;;;13.46;MTAA;B;SHRS;;30;10;N;215690.93;86.34921;Y;SABAF/AZ EUR 1;20000000;200000000;;MONE;;200000000
SALRm;IT;IT;Normal;_10;IT0003865588;;20190708;0;1;1;;15000;;;1;EQ;;SALINI IMPREGILO SPA-RSP;;17761.37;EUR;;;;;;;;;;;;;;;;;;;;5;;;;6;MTAA;B;SHRS;;30;10;N;17761.37;9.0635;Y;SALINIIMPREGILO/ARI SDV SVN;20000000;200000000;;MONE;;200000000
SALm;IT;IT;Normal;600_2000;IT0003865570;;20190708;0;1;1;;300000;;;1;EQ;;SALINI IMPREGILO SPA;;5745595.62;EUR;;;;;;;;;;;;;;;;;;;;5;;;;1.738;MTAA;B;SHRS;;25;5;Y;5745595.62;1123.00794;Y;SALINIIMPREGILO/AZ SVN;20000000;200000000;;MONE;;200000000
SERIm;IT;IT;Normal;10_80;IT0005283640;;20190708;0;1;1;;15000;;;1;EQ;;K.R. ENERGY SPA;;38781.51;EUR;;;;;;;;;;;;;;;;;;;;5;;;;1.55;MTAA;B;SHRS;;30;10;N;38781.51;40.15547;Y;KRE/AZ SVN;20000000;200000000;;MONE;;200000000
SESm;IT;IT;Normal;80_600;IT0004729759;;20190708;0;1;1;;60000;;;1;EQ;;SESA SPA;;441734.94;EUR;;;;;;;;;;;;;;;;;;;;5;;;;34.3;MTAA;B;SHRS;;30;10;N;441734.94;181.21032;Y;SESA/AZ SVN;20000000;200000000;;MONE;;200000000
SFERm;IT;IT;Normal;2000_9000;IT0004712375;;20190708;0;1;1;;300000;;;1;EQ;;SALVATORE FERRAGAMO SPA;;22049879.21;EUR;;;;;;;;;;;;;;;;;;;;5;;;;17.79;MTAA;B;SHRS;;25;5;Y;22049879.21;2015.45635;Y;FERRAGAMO/AZ EUR 0.1;20000000;200000000;;MONE;;200000000
SFLm;IT;IT;Normal;80_600;IT0004604762;;20190708;0;1;1;;100000;;;1;EQ;;SAFILO GROUP SPA;;997841.75;EUR;;;;;;;;;;;;;;;;;;;;5;;;;0.93;MTAA;B;SHRS;;30;10;N;997841.76;384.88096;Y;SAFILO GROUP/AZ EUR 5;20000000;200000000;;MONE;;200000000
SGRm;IT;IT;Normal;10_80;IT0001037081;;20190708;0;1;1;;60000;;;1;EQ;;SAES GETTERS-RSP;;220271.58;EUR;;;;;;;;;;;;;;;;;;;;5;;;;15.15;MTAA;B;SHRS;;30;10;N;220271.59;64.71826;Y;SAES GETTERS/ARI SDV SVN;20000000;200000000;;MONE;;200000000
SGm;IT;IT;Normal;80_600;IT0001029492;;20190708;0;1;1;;100000;;;1;EQ;;SAES GETTERS SPA;;970269.73;EUR;;;;;;;;;;;;;;;;;;;;5;;;;21.05;MTAA;B;SHRS;;30;10;N;970269.73;380.90477;Y;SAES GETTERS/AZ SVN;20000000;200000000;;MONE;;200000000
SISm;IT;IT;Normal;600_2000;IT0003201198;;20190708;0;1;1;;300000;;;1;EQ;;SIAS SPA;;6882754.65;EUR;;;;;;;;;;;;;;;;;;;;5;;;;16.23;MTAA;B;SHRS;;25;5;Y;6882754.65;936.40477;Y;SIAS/AZ EUR 0.5;20000000;200000000;;MONE;;200000000
SOLm;IT;IT;Normal;80_600;IT0001206769;;20190708;0;1;1;;60000;;;1;EQ;;SOL SPA;;307722.16;EUR;;;;;;;;;;;;;;;;;;;;5;;;;10.56;MTAA;B;SHRS;;30;10;N;307722.17;89.81747;Y;SOL/AZ EUR 0.52;20000000;200000000;;MONE;;200000000
SOm;IT;IT;Normal;600_2000;IT0000076536;;20190708;0;1;1;;200000;;;1;EQ;;SOGEFI;;1892425.21;EUR;;;;;;;;;;;;;;;;;;;;5;;;;1.166;MTAA;B;SHRS;;30;10;N;1892425.22;668.67064;Y;SOGEFI/AZ EUR 0.52;20000000;200000000;;MONE;;200000000
SPMRm;IT;IT;Normal;_10;IT0005252165;;20190708;0;1;1;;15000;;;1;EQ;;SAIPEM-RCV;;40.14;EUR;;;;;;;;;;;;;;;;;;;;5;;;;42.2;MTAA;B;SHRS;;30;10;N;40.15;.07937;Y;SAIPEM/ARI CV SDV SVN;20000000;200000000;;MONE;;200000000
SPMm;IT;IT;Normal;2000_9000;IT0005252140;;20190708;0;1;1;;500000;;;1;EQ;;SAIPEM SPA;;69432260.65;EUR;;;;;;;;;;;;;;;;;;;;5;;;;4;MTAA;B;SHRS;;25;5;Y;69432260.65000001;6203.88889;Y;SAIPEM/AZ SVN;20000000;200000000;;MONE;;200000000
SRGm;IT;IT;Normal;2000_9000;IT0003153415;;20190708;0;1;1;;500000;;;1;EQ;;SNAM SPA;;85766861.77;EUR;;;;;;;;;;;;;;;;;;;;5;;;;4.391;MTAA;B;SHRS;;25;5;Y;85766861.77;4549.36905;Y;SNAM/AZ SVN;20000000;200000000;;MONE;;200000000
SRIm;IT;IT;Normal;10_80;IT0003814537;;20190708;0;1;1;;60000;;;1;EQ;;SERVIZI ITALIA SPA;;152989.14;EUR;;;;;;;;;;;;;;;;;;;;5;;;;3;MTAA;B;SHRS;;30;10;N;152989.15;72.80556;Y;SERVIZI ITALIA/AZ EUR 1;20000000;200000000;;MONE;;200000000
SRSm;IT;IT;Normal;600_2000;IT0000433307;;20190708;0;1;1;;300000;;;1;EQ;;SARAS SPA;;15141247.7;EUR;;;;;;;;;;;;;;;;;;;;5;;;;1.469;MTAA;B;SHRS;;25;5;Y;15141247.7;1710.07937;Y;SARAS/AZ SVN;20000000;200000000;;MONE;;200000000
SSLm;IT;IT;Normal;80_600;IT0003621783;;20190708;0;1;1;;100000;;;1;EQ;;SOCIETA SPORTIVA LAZIO SPA;;710499.65;EUR;;;;;;;;;;;;;;;;;;;;5;;;;1.208;MTAA;B;SHRS;;30;10;N;710499.66;267.2381;Y;SS LAZIO/AZ EUR 0.6;20000000;200000000;;MONE;;200000000
STEFm;IT;IT;Normal;10_80;IT0004607518;;20190708;3;1;1;;15000;;;1;EQ;;STEFANEL SPA;;22023.91;EUR;;;;;;;;;;;;;;;;;;;;5;;;;0.11;MTAA;B;SHRS;;30;10;N;22023.91;19.84921;Y;STEFANEL/AOR SVN;20000000;200000000;;MONE;;200000000
STMm;IT;IT;Normal;2000_9000;NL0000226223;;20190708;0;1;1;;650000;;;1;EQ;;STMICROELECTRONICS NV;;290071719.1;EUR;;;;;;;;;;;;;;;;;;;;5;;;;15.705;MTAA;B;SHRS;;25;5;Y;290071719.10000002;7724.65477;Y;STMICROELECTRON/EQ;20000000;200000000;;MONE;;200000000
TASm;IT;IT;Normal;10_80;IT0001424644;;20190708;0;1;1;;30000;;;1;EQ;;TAS TECNOLOGIA AVANZATA;;85634.58;EUR;;;;;;;;;;;;;;;;;;;;5;;;;1.86;MTAA;B;SHRS;;30;10;N;85634.58;39.06747;Y;TAS/AZ SVN;20000000;200000000;;MONE;;200000000
TENm;IT;IT;Normal;2000_9000;LU0156801721;;20190708;0;1;1;;500000;;;1;EQ;;TENARIS SA;;92974893.54;EUR;;;;;;;;;;;;;;;;;;;;5;;;;9.792;MTAA;B;SHRS;;25;5;Y;92974893.54000001;5046.07937;Y;TENARIS SA/SHS;20000000;200000000;;MONE;;200000000
TERm;IT;IT;Normal;10_80;IT0004359037;;20190708;0;1;1;;60000;;;1;EQ;;TERNIENERGIA SPA;;117319.9;EUR;;;;;;;;;;;;;;;;;;;;5;;;;0.374;MTAA;B;SHRS;;30;10;N;117319.9;77.04366;Y;TERNIENERGIA/AZ SVN;20000000;200000000;;MONE;;200000000
TESm;IT;IT;Normal;10_80;IT0004585243;;20190708;0;1;1;;15000;;;1;EQ;;TESMEC SPA;;47266.37;EUR;;;;;;;;;;;;;;;;;;;;5;;;;0.395;MTAA;B;SHRS;;30;10;N;47266.38;31.45635;Y;TESMEC/AZ EUR 0.1;20000000;200000000;;MONE;;200000000
TFIm;IT;IT;Normal;80_600;IT0001351383;;20190708;0;1;1;;60000;;;1;EQ;;TREVI FINANZIARIA INDUSTRIAL;;398768.6;EUR;;;;;;;;;;;;;;;;;;;;5;;;;0.231;MTAA;B;SHRS;;30;10;N;398768.61;195.31747;Y;TREVI FIN INDUS/AZ EUR 0.5;20000000;200000000;;MONE;;200000000
TGYMm;IT;IT;Normal;600_2000;IT0005162406;;20190708;0;1;1;;300000;;;1;EQ;;TECHNOGYM SPA;;7480106.54;EUR;;;;;;;;;;;;;;;;;;;;5;;;;9.4;MTAA;B;SHRS;;25;5;Y;7480106.55;1334.05556;Y;TECHNOGYM/AZ SVN;20000000;200000000;;MONE;;200000000
TIPm;IT;IT;Normal;80_600;IT0003153621;;20190708;0;1;1;;200000;;;1;EQ;;TAMBURI INVESTMENT PARTNERS;;2375738.3;EUR;;;;;;;;;;;;;;;;;;;;5;;;;5.64;MTAA;B;SHRS;;25;5;Y;2375738.31;456.85715;Y;TIP/AZ SVN;20000000;200000000;;MONE;;200000000
TISm;IT;IT;Normal;80_600;IT0004513666;;20190708;0;1;1;;100000;;;1;EQ;;TISCALI SPA;;772924.3;EUR;;;;;;;;;;;;;;;;;;;;5;;;;0.0124;MTAA;B;SHRS;;30;10;N;772924.3;364.85318;Y;TISCALI/AOR SVN;20000000;200000000;;MONE;;200000000
TITRm;IT;IT;Normal;2000_9000;IT0003497176;;20190708;0;1;1;;400000;;;1;EQ;;TELECOM ITALIA-RSP;;29710142.07;EUR;;;;;;;;;;;;;;;;;;;;5;;;;0.4301;MTAA;B;SHRS;;25;5;Y;29710142.07;3538.61508;Y;TELECOM ITALIA/ARI SDV SVN;20000000;200000000;;MONE;;200000000
TITm;IT;IT;Normal;9000_;IT0003497168;;20190708;0;1;1;;650000;;;1;EQ;;TELECOM ITALIA SPA;;141478979.1;EUR;;;;;;;;;;;;;;;;;;;;5;;;;0.4562;MTAA;B;SHRS;;25;5;Y;141478979.09999999;9072.80556;Y;TELECOM ITALIA/AZ SVN;20000000;200000000;;MONE;;200000000
TODm;IT;IT;Normal;600_2000;IT0003007728;;20190708;0;1;1;;300000;;;1;EQ;;TOD'S SPA;;5906425.49;EUR;;;;;;;;;;;;;;;;;;;;5;;;;43.7;MTAA;B;SHRS;;25;5;Y;5906425.5;718.80159;Y;TOD S/AZ EUR 2;20000000;200000000;;MONE;;200000000
TRNm;IT;IT;Normal;2000_9000;IT0003242622;;20190708;0;1;1;;500000;;;1;EQ;;TERNA SPA;;64016508.43;EUR;;;;;;;;;;;;;;;;;;;;5;;;;5.318;MTAA;B;SHRS;;25;5;Y;64016508.43;3540.88493;Y;TERNA/AZ EUR 0.22;20000000;200000000;;MONE;;200000000
TTTm;IT;IT;Normal;10_80;IT0004659428;;20190708;0;1;1;;15000;;;1;EQ;;TITANMET SPA;;14950.86;EUR;;;;;;;;;;;;;;;;;;;;5;;;;0.0524;MTAA;B;SHRS;;30;10;N;14950.86;16.45239;Y;SINPAR/AZ SVN;20000000;200000000;;MONE;;200000000
TXTm;IT;IT;Normal;80_600;IT0001454435;;20190708;0;1;1;;100000;;;1;EQ;;TXT E-SOLUTIONS SPA;;661068.69;EUR;;;;;;;;;;;;;;;;;;;;5;;;;8.33;MTAA;B;SHRS;;30;10;N;661068.69;248.34921;Y;TXT E-SOLUTIONS/AZ EUR 0.5;20000000;200000000;;MONE;;200000000
TYAm;IT;IT;Normal;10_80;IT0000214293;;20190708;0;1;1;;60000;;;1;EQ;;TOSCANA AEROPORTI SPA;;158473.49;EUR;;;;;;;;;;;;;;;;;;;;5;;;;16;MTAA;B;SHRS;;30;10;N;158473.49;12.86905;Y;TOSCANAEROPORTI/AZ SVN;20000000;200000000;;MONE;;200000000
UBIm;IT;IT;Normal;2000_9000;IT0003487029;;20190708;0;1;1;;500000;;;1;EQ;;UBI BANCA SPA;;55547001.19;EUR;;;;;;;;;;;;;;;;;;;;5;;;;2.083;MTAA;B;SHRS;;25;5;Y;55547001.19;4972.50794;Y;UBI BANCA/AZ SVN;20000000;200000000;;MONE;;200000000
ATHm;IT;IT;Normal;10_80;IT0001042297;;20190708;0;1;1;;15000;;;1;EQ;;AMBIENTHESIS SPA;;13394.55;EUR;;;;;;;;;;;;;;;;;;;;5;;;;0.38;MTAA;B;SHRS;;30;10;N;13394.56;14.30159;Y;AMBIENTHESIS/AZ EUR 0.52;20000000;200000000;;MONE;;200000000
ATLm;IT;IT;Normal;2000_9000;IT0003506190;;20190708;0;1;1;;650000;;;1;EQ;;ATLANTIA SPA;;112317375.1;EUR;;;;;;;;;;;;;;;;;;;;5;;;;23.89;MTAA;B;SHRS;;25;5;Y;112317375.09999999;4426.60318;Y;ATLANTIA/AZ EUR 1;20000000;200000000;;MONE;;200000000
ATm;IT;IT;Normal;600_2000;IT0000084027;;20190708;0;1;1;;200000;;;1;EQ;;ASTM SPA;;4413954.15;EUR;;;;;;;;;;;;;;;;;;;;5;;;;29.72;MTAA;B;SHRS;;25;5;Y;4413954.15;650.45635;Y;ASTM SPA/AZ SVN;20000000;200000000;;MONE;;200000000
AUTMEm;IT;IT;Normal;10_80;IT0000084043;;20190708;0;1;1;;60000;;;1;EQ;;AUTOSTRADE MERIDIONALI SPA;;121838.75;EUR;;;;;;;;;;;;;;;;;;;;5;;;;28.7;MTAA;B;SHRS;;30;10;N;121838.76;41.11508;Y;AUTOSTRADE MERI/AZ EUR 2.07;20000000;200000000;;MONE;;200000000
AZMm;IT;IT;Normal;2000_9000;IT0003261697;;20190708;0;1;1;;400000;;;1;EQ;;AZIMUT HOLDING SPA;;34195510.13;EUR;;;;;;;;;;;;;;;;;;;;5;;;;15.75;MTAA;B;SHRS;;25;5;Y;34195510.13;3050.74604;Y;AZIMUT HOLDING/AZ SVN;20000000;200000000;;MONE;;200000000
BAMIm;IT;IT;Normal;2000_9000;IT0005218380;;20190708;0;1;1;;500000;;;1;EQ;;BANCO BPM SPA;;98621204.26;EUR;;;;;;;;;;;;;;;;;;;;5;;;;1.621;MTAA;B;SHRS;;25;5;Y;98621204.26000001;8601.11905;Y;BANCO BPM/AOR;20000000;200000000;;MONE;;200000000
